AvatarContextMenuOption	Friend Chat Emote InspectMenu	
AvatarItemType	Asset Bundle	The type (Asset or Bundle) of avatar items.
AvatarPromptResult	Success PermissionDenied Failed	The result of prompt operations of `Class.AvatarEditorService`.
AvatarSettingsAccessoryLimitMethod	Scale Remove PreviewScale PreviewRemove	
AvatarSettingsAccessoryMode	PlayerChoice CustomLimit	
AvatarSettingsAnimationClipsMode	PlayerChoice CustomClips	
AvatarSettingsAnimationPacksMode	PlayerChoice StandardR15 StandardR6	
AvatarSettingsAppearanceMode	PlayerChoice CustomParts CustomBody	
AvatarSettingsBuildMode	PlayerChoice CustomBuild	
AvatarSettingsClothingMode	PlayerChoice CustomLimit	
AvatarSettingsCollisionMode	Default SingleCollider Legacy	
AvatarSettingsCustomAccessoryMode	PlayerChoice CustomAccessories	
AvatarSettingsCustomBodyType	AvatarReference BundleId	
AvatarSettingsCustomClothingMode	PlayerChoice CustomClothing	
AvatarSettingsHitAndTouchDetectionMode	UseParts UseCollider	
AvatarSettingsJumpMode	JumpHeight JumpPower	
AvatarSettingsLegacyCollisionMode	R6Colliders InnerBoxColliders	
AvatarSettingsScaleMode	PlayerChoice CustomScale	
AvatarThumbnailCustomizationType	Closeup FullBody	
AvatarUnificationMode	Default Disabled Enabled	Controls whether the R6 to R15 adapter is active, allowing R15 avatars to join R6 experiences.
Axis	X Y Z	One of the 3D axes.
BenefitType	DeveloperProduct AvatarAsset AvatarBundle	
BinType	Script GameTool Grab Clone Hammer	
BodyPart	Head Torso LeftArm RightArm LeftLeg RightLeg	The BodyPart Enum determines which BodyPart a `Class.CharacterMesh` affects.
BodyPartR15	Head UpperTorso LowerTorso LeftFoot LeftLowerLeg LeftUpperLeg RightFoot RightLowerLeg RightUpperLeg LeftHand LeftLowerArm LeftUpperArm RightHand RightLowerArm RightUpperArm RootPart Unknown	BodyPartR15 is an enum with entries for each of the 15 body parts of an R15 character (plus an entry for the HumanoidRootPart).
BorderMode	Outline Middle Inset	Used by `Class.GuiObject.BorderMode` to determine where borders are placed.
BorderStrokePosition	Outer Center Inner	Used by `Class.UIStroke.BorderStrokePosition` to determine the stroke's position on its parent's border.
BreakpointRemoveReason	Requested ScriptChanged ScriptRemoved	Reason that a breakpoint was removed.
BreakReason	Other Error SpecialBreakpoint UserBreakpoint	Reason for the breakpoint hit.
BulkMoveMode	FireAllEvents FireCFrameChanged	
BundleType	BodyParts Animations Shoes DynamicHead DynamicHeadAvatar	The type of a bundle of assets.
Button	Dismount Jump	One of the buttons used by `Class.Controller`.
ButtonStyle	Custom RobloxButtonDefault RobloxButton RobloxRoundButton RobloxRoundDefaultButton RobloxRoundDropdownButton	Used by `Class.GuiButton.Style` to set a special hardcoded appearance.
CageType	Inner Outer	
CameraMode	Classic LockFirstPerson	Used to set `Class.Player.CameraMode` to determine when first person and third person cameras should be used.
CameraNavigationModel	Roblox IndustryCompatible	
CameraPanMode	Classic EdgeBump	The CameraPanMode Enum represents the available pan modes for `Class.Camera:SetCameraPanMode()`.
CameraSpeedAdjustBinding	None RmbScroll AltScroll	
CameraType	Fixed Attach Watch Track Follow Custom Scriptable Orbital	Describes the camera behavior mode if using the default PlayerScripts.
CaptureGalleryPermission	ReadAndUpload	
CaptureType	Screenshot Video	
CatalogCategoryFilter	None Featured Collectibles CommunityCreations Premium Recommended	
CatalogSortAggregation	Past12Hours PastDay Past3Days PastWeek PastMonth AllTime	
CatalogSortType	Relevance PriceHighToLow PriceLowToHigh MostFavorited RecentlyCreated Bestselling	
CellBlock	Solid VerticalWedge CornerWedge InverseCornerWedge HorizontalWedge	
CellMaterial	Empty Grass Sand Brick Granite Asphalt Iron Aluminum Gold WoodPlank WoodLog Gravel CinderBlock MossyStone Cement RedPlastic BluePlastic Water	
CellOrientation	NegZ X Z NegX	
CenterDialogType	UnsolicitedDialog PlayerInitiatedDialog ModalDialog QuitDialog	
CharacterControlMode	Default Legacy NoCharacterController LuaCharacterController	
ChatCallbackType	OnCreatingChatWindow OnClientSendingMessage OnClientFormattingMessage OnServerReceivingMessage	
ChatColor	Blue Green Red White	Describes the chat color.
ChatMode	Menu TextAndMenu	
ChatPrivacyMode	AllUsers NoOne Friends	
ChatRestrictionStatus	Unknown NotRestricted Restricted	
ChatStyle	Classic Bubble ClassicAndBubble	The ChatStyle Enum is used to set the style of `Class.Chat` used in a game via the `Class.Players:SetChatStyle()` method.
ChatVersion	LegacyChatService TextChatService	Determines whether `Class.TextChatService` should be fully enabled or to allow the legacy system.
ClientAnimatorThrottlingMode	Default Disabled Enabled	An Enum describing various animation throttling modes on clients.
CloseReason	Unknown RobloxMaintenance DeveloperShutdown DeveloperUpdate ServerEmpty OutOfMemory	Specifies the reason for the experience server shutdown.
CollaboratorStatus	None Editing3D Scripting PrivateScripting	
CollisionFidelity	Default Hull Box PreciseConvexDecomposition	Determines behavior of the collision hitbox for `Class.MeshPart` and `Class.PartOperation` instances.
CommandPermission	Plugin LocalUser	
CompileTarget	Client CoreScript Studio CoreScriptRaw	
CompletionAcceptanceBehavior	Insert Replace ReplaceOnEnterInsertOnTab InsertOnEnterReplaceOnTab	
CompletionItemKind	Text Method Function Constructor Field Variable Class Interface Module Property Unit Value Enum Keyword Snippet Color File Reference Folder EnumMember Constant Struct Event Operator TypeParameter	
CompletionItemTag	Deprecated IncorrectIndexType PluginPermissions CommandLinePermissions RobloxPermissions AddParens PutCursorInParens TypeCorrect ClientServerBoundaryViolation Invalidated PutCursorBeforeEnd	Determines the tags for completion items in `Class.ScriptEditorService:RegisterAutocompleteCallback()`.
CompletionTriggerKind	Invoked TriggerCharacter TriggerForIncompleteCompletions	
CompositeValueCurveType	ColorRGB ColorHSV NumberRange Rect UDim UDim2 Vector2 Vector3	Describes the type of value animated by a `Class.CompositeValueCurve`.
CompressionAlgorithm	Zstd	A compression algorithm to use in `Class.EncodingService` methods.
ComputerCameraMovementMode	Default Classic Follow Orbital CameraToggle	The camera movement mode currently in-use by the client.
ComputerMovementMode	Default KeyboardMouse ClickToMove	The computer movement type in-use by the client.
ConfigSnapshotErrorState	None LoadFailed	
ConnectionError	OK Unknown ConnectErrors AlreadyConnected NoFreeIncomingConnections ConnectionBanned InvalidPassword IncompatibleProtocolVersion IPRecentlyConnected OurSystemRequiresSecurity SecurityKeyMismatch DisconnectErrors DisconnectBadhash DisconnectSecurityKeyMismatch DisconnectProtocolMismatch DisconnectReceivePacketError DisconnectReceivePacketStreamError DisconnectSendPacketError DisconnectIllegalTeleport DisconnectDuplicatePlayer DisconnectDuplicateTicket DisconnectTimeout DisconnectLuaKick DisconnectOnRemoteSysStats DisconnectHashTimeout DisconnectCloudEditKick DisconnectPlayerless DisconnectNewSecurityKeyMismatch DisconnectEvicted DisconnectDevMaintenance DisconnectRobloxMaintenance DisconnectRejoin DisconnectConnectionLost DisconnectIdle DisconnectRaknetErrors DisconnectWrongVersion DisconnectBySecurityPolicy DisconnectBlockedIP DisconnectClientFailure DisconnectClientRequest DisconnectPrivateServerKickout DisconnectModeratedGame ServerShutdown ReplicatorTimeout PlayerRemoved DisconnectOutOfMemoryKeepPlayingLeave DisconnectRomarkEndOfTest DisconnectCollaboratorPermissionRevoked DisconnectCollaboratorUnderage NetworkInternal NetworkSend NetworkTimeout NetworkMisbehavior NetworkSecurity ReplacementReady ServerEmpty PhantomFreeze AndroidAnticheatKick AndroidEmulatorKick AndroidRootedKick ScreentimeLockoutKick DisconnectionNotification DisconnectVerboselyModeratedGame DisconnectCollaboratorNotAgeVerified DisconnectCollaboratorTrustedConnectionsRequired DisconnectCollaboratorOwnerActionRequired DisconnectCollaboratorTooManyCollaborators DisconnectCollaboratorUnknownError PlacelaunchErrors PlacelaunchDisabled PlacelaunchError PlacelaunchGameEnded PlacelaunchGameFull PlacelaunchUserLeft PlacelaunchRestricted PlacelaunchUnauthorized PlacelaunchFlooded PlacelaunchHashExpired PlacelaunchHashException PlacelaunchPartyCannotFit PlacelaunchHttpError PlacelaunchUserPrivacyUnauthorized PlacelaunchVipOwnerNotPresent PlacelaunchAgeVerificationRequired PlacelaunchParentalApprovalRequired PlacelaunchCoreGated PlacelaunchCreatorBan PlacelaunchDeviceBlock PlacelaunchCustomMessage PlacelaunchOtherError TeleportErrors TeleportFailure TeleportGameNotFound TeleportGameEnded TeleportGameFull TeleportUnauthorized TeleportFlooded TeleportIsTeleporting	
ConnectionState	Connected Disconnected	Used to determine the connection state of the client to the game server.
ContentSourceType	None Uri Object Opaque	The source type of a `Datatype.Content` value.
ContextActionPriority	Low Medium High	Describes the priority of a context action.
ContextActionResult	Sink Pass	Describes whether a contextual action should sink or pass input events.
ControlMode	Classic MouseLockSwitch	The ControlMode Enum sets how the player is controlled.
CoreGuiType	PlayerList Health Backpack Chat All EmotesMenu SelfView Captures AvatarSwitcher ExperienceShop	Represents all available `Class.CoreGui` "types" such as the `Class.Backpack` and text chat window.
CreateAssetResult	Success PermissionDenied UploadFailed Unknown	
CreateContentResult	Success PermissionDenied UploadFailed StorageLimitExceeded Unknown	
CreateOutfitFailure	InvalidName OutfitLimitReached Other	
CreatorType	User Group	
CreatorTypeFilter	User Group All	
CurrencyType	Default Robux Tix	The CurrencyType Enum is used with `Class.MarketplaceService` to set the currency used.
CustomCameraMode	Default Classic Follow	Changes the player's camera mode.
DataStoreRequestType	GetAsync SetIncrementAsync UpdateAsync GetSortedAsync SetIncrementSortedAsync OnUpdate ListAsync GetVersionAsync RemoveVersionAsync StandardRead StandardWrite StandardList StandardRemove OrderedRead OrderedWrite OrderedList OrderedRemove	Indicates the type of data store request being made.
DebuggerEndReason	ClientRequest Timeout InvalidHost Disconnected ServerShutdown ServerProtocolMismatch ConfigurationFailed RpcError	Reason for the end of the debugger session.
DebuggerExceptionBreakMode	Never Always Unhandled	
DebuggerFrameType	C Lua	Call stack frame type.
DebuggerPauseReason	Unknown Requested Breakpoint Exception SingleStep Entrypoint	Reason that the DataModel was paused.
DebuggerStatus	Success Timeout ConnectionLost InvalidResponse InternalError InvalidState RpcError InvalidArgument ConnectionClosed	Result of a debugger request.
DefaultScriptSyncFileType	Lua Luau	
DevCameraOcclusionMode	Zoom Invisicam	Determines how the default camera handles objects that are in-between the camera and the camera subject.
DevComputerCameraMovementMode	UserChoice Classic Follow Orbital CameraToggle	Overwrites the player's camera movement mode setting on a computer.
DevComputerMovementMode	UserChoice KeyboardMouse ClickToMove Scriptable	Sets the movement mode of players who are playing on computers.
DeveloperMemoryTag	Internal HttpCache Instances Signals LuaHeap Script PhysicsCollision BaseParts GraphicsSolidModels GraphicsMeshParts GraphicsParticles GraphicsParts GraphicsSpatialHash GraphicsTerrain GraphicsTexture GraphicsTextureCharacter Sounds StreamingSounds TerrainVoxels Gui Animation Navigation GeometryCSG GraphicsSlimModels	A memory tracking category.
DeviceFeatureType	DeviceCapture InExperienceFAE	
DeviceForm	Console Phone Tablet Desktop VR	
DeviceLevel	Low Medium High	
DeviceSimulatorScalingMode	ScaleToPhysicalSize ActualResolution FitToWindow	
DeviceType	Unknown Desktop Tablet Phone TV	Device category of the client.
DevTouchCameraMovementMode	UserChoice Classic Follow Orbital	Overwrites the camera mode if the player is on a touch device.
DevTouchMovementMode	UserChoice Thumbstick DPad Thumbpad ClickToMove Scriptable DynamicThumbstick	Overrides the movement mode of players who are playing on touch-enabled devices.
DialogBehaviorType	SinglePlayer MultiplePlayers	Controls whether multiple people can use this dialog, or only one person at a time can use it.
DialogPurpose	Quest Help Shop	The DialogPurpose enum is used to set the icon of a `Class.Dialog`.
DialogTone	Neutral Friendly Enemy	Sets the `Class.Dialog.Tone` of a `Class.Dialog` object, which influences how the dialog appears.
DigitsRigDescriptionSide	None Left Right	
DisplaySize	Small Medium Large	This enum is used with `Class.GuiService.ViewportDisplaySize` to indicate the internally-categorized rendering size of the viewport.
DominantAxis	Width Height	Used by `Class.UIAspectRatioConstraint.DominantAxis` for resizing the object to maintain the aspect ratio.
DraftStatusCode	OK DraftOutdated ScriptRemoved DraftCommitted	
DragDetectorDragStyle	TranslateLine TranslatePlane TranslatePlaneOrLine TranslateLineOrPlane TranslateViewPlane RotateAxis RotateTrackball Scriptable BestForDevice	Used with `Class.DragDetector` as the paradigm to generate proposed motion, given a stream of cursor rays.
DragDetectorPermissionPolicy	Nobody Everybody Scriptable	Used to control the permission level for which players can interact with a `Class.DragDetector`.
DragDetectorResponseStyle	Geometric Physical Custom	Describes how the clicked object will be treated once the desired motion has been calculated.
DraggerCoordinateSpace	Object World	
DraggerMovementMode	Geometric Physical	
DraggingScrollBar	None Horizontal Vertical	
EasingDirection	In Out InOut	Enum used with `Datatype.TweenInfo.new()` to control the direction `Class.Tween|Tweens` play in.
EasingStyle	Linear Sine Back Quad Quart Quint Bounce Elastic Exponential Circular Cubic	Enum used with `Datatype.TweenInfo|TweenInfo.new` to control the motion of a `Class.Tween`.
ElasticBehavior	WhenScrollable Always Never	This enum is used by `Class.ScrollingFrame.ElasticBehavior` to control when elastic scrolling is active on touch‑enabled devices.
EnviromentalPhysicsThrottle	DefaultAuto Disabled Always Skip2 Skip4 Skip8 Skip16	Used to control the throttle rate of Roblox's physics engine.
ExperienceAuthScope	DefaultScope CreatorAssetsCreate	
ExperienceEventStatus	Active Cancelled Moderated Unpublished Unknown	
ExplosionType	NoCraters Craters	
ExternalEditorMode	SystemDefault UserSelectedEditor	
FacialAgeEstimationResultType	Complete Cancel Error	
FacialAnimationStreamingState	None Audio Video Place Server	
FacsActionUnit	ChinRaiserUpperLip ChinRaiser FlatPucker Funneler LowerLipSuck LipPresser LipsTogether MouthLeft MouthRight Pucker UpperLipSuck LeftCheekPuff LeftDimpler LeftLipCornerDown LeftLowerLipDepressor LeftLipCornerPuller LeftLipStretcher LeftUpperLipRaiser RightCheekPuff RightDimpler RightLipCornerDown RightLowerLipDepressor RightLipCornerPuller RightLipStretcher RightUpperLipRaiser JawDrop JawLeft JawRight Corrugator LeftBrowLowerer LeftOuterBrowRaiser LeftNoseWrinkler LeftInnerBrowRaiser RightBrowLowerer RightOuterBrowRaiser RightInnerBrowRaiser RightNoseWrinkler EyesLookDown EyesLookLeft EyesLookUp EyesLookRight LeftCheekRaiser LeftEyeUpperLidRaiser LeftEyeClosed RightCheekRaiser RightEyeUpperLidRaiser RightEyeClosed TongueDown TongueOut TongueUp	
FACSDataLod	LOD0 LOD1 LODCount	
FieldOfViewMode	Vertical Diagonal MaxAxis	
FileMode	Binary Text	
FileSystemWalkMode	NonRecursive Recursive	
FillDirection	Horizontal Vertical	Used by `Class.UIGridStyleLayout.FillDirection` to control which direction elements are placed.
FilterErrorType	BackslashNotEscapingAnything BadBespokeFilter BadName IncompleteOr IncompleteParenthesis InvalidDoubleStar InvalidTilde PropertyBadOperator PropertyDoesNotExist PropertyInvalidField PropertyInvalidValue PropertyUnsupportedFields PropertyUnsupportedProperty UnexpectedNameIndex UnexpectedToken UnfinishedBinaryOperator UnfinishedQuote UnknownBespokeFilter WildcardInProperty	
FilterResult	Accepted Rejected	Used to determine the result of a text filter request.
FinishRecordingOperation	Cancel Commit Append	
FluidFidelity	Automatic UseCollisionGeometry UsePreciseGeometry	Determines the geometric representation used to compute aerodynamic forces.
FluidForces	Default Experimental	Controls the enablement of aerodynamic forces on parts and assemblies in the workspace.
Font	Legacy Arial ArialBold SourceSans SourceSansBold SourceSansLight SourceSansItalic Bodoni Garamond Cartoon Code Highway SciFi Arcade Fantasy Antique SourceSansSemibold Gotham GothamMedium GothamBold GothamBlack AmaticSC Bangers Creepster DenkOne Fondamento FredokaOne GrenzeGotisch IndieFlower JosefinSans Jura Kalam LuckiestGuy Merriweather Michroma Nunito Oswald PatrickHand PermanentMarker Roboto RobotoCondensed RobotoMono Sarpanch SpecialElite TitilliumWeb Ubuntu BuilderSans BuilderSansMedium BuilderSansBold BuilderSansExtraBold Arimo ArimoBold Unknown	
FontSize	Size8 Size9 Size10 Size11 Size12 Size14 Size18 Size24 Size36 Size48 Size28 Size32 Size42 Size60 Size96	
FontStyle	Normal Italic	Describes whether a `Datatype.Font` style is normal or italic.
FontWeight	Thin ExtraLight Light Regular Medium SemiBold Bold ExtraBold Heavy	Describes how thick a `Datatype.Font` is.
ForceLimitMode	Magnitude PerAxis	The **ForceLimitMode** enum determines how the maximum force for a constraint is specified and how that limit is enforced by the constraint.
FormFactor	Symmetric Brick Plate Custom	
FramerateManagerMode	Automatic On Off	
FrameStyle	Custom ChatBlue RobloxSquare RobloxRound ChatGreen ChatRed DropShadow	Used to set the style of a `Class.Frame`.
FriendRequestEvent	Issue Revoke Accept Deny	
FriendStatus	Unknown NotFriend Friend FriendRequestSent FriendRequestReceived	
FunctionalTestResult	Passed Warning Error	Status of a single functional test run.
GameAvatarType	R6 R15 PlayerChoice	Value indicating which type of avatar an experience uses.
GamepadType	Unknown PS4 PS5 XboxOne	
GearGenreSetting	AllGenres MatchingGenreOnly	
GearType	MeleeWeapons RangedWeapons Explosives PowerUps NavigationEnhancers MusicalInstruments SocialItems BuildingTools Transport	
Genre	All TownAndCity Fantasy SciFi Ninja Scary Pirate Adventure Sports Funny WildWest War SkatePark Tutorial	Used to represent the type of game.
GraphicsMode	Automatic Direct3D11 OpenGL Metal Vulkan NoGraphics	Used to set the graphics API that Roblox uses to render the game.
GraphicsOptimizationMode	Performance Balanced Quality	
GroupMembershipStatus	None Joined JoinRequestPending AlreadyMember	Defines the possible outcomes of the `Class.GroupService:PromptJoinAsync()` method.
GuiState	Idle Hover Press NonInteractable	
GuiType	Core Custom PlayerNameplates CustomBillboards CoreBillboards	
HandlesStyle	Resize Movement	
HapticEffectType	Custom UIHover UIClick UINotification GameplayExplosion GameplayCollision	Enum used alongside `Class.HapticEffect.Type`.
HashAlgorithm	Blake2b Blake3 Md5 Sha1 Sha256	A Cryptographic hash function to use in `Class.EncodingService` methods.
HighlightDepthMode	AlwaysOnTop Occluded	Controls how the `Class.Highlight` effect displays with respect to other objects in the world.
HorizontalAlignment	Center Left Right	Used by `Class.UIGridStyleLayout.HorizontalAlignment` to align the layout horizontally within its parent.
HoverAnimateSpeed	VerySlow Slow Medium Fast VeryFast	
HttpCachePolicy	None Full DataOnly Default InternalRedirectRefresh	
HttpCompression	None Gzip	
HttpContentType	ApplicationJson ApplicationXml ApplicationUrlEncoded TextPlain TextXml	Specifies the value of the HTTP Content-Type header which describes the HTTP request data type.
HttpError	OK InvalidUrl DnsResolve ConnectFail OutOfMemory TimedOut TooManyRedirects InvalidRedirect NetFail Aborted SslConnectFail SslVerificationFail Unknown ConnectionClosed ServerProtocolError CreatorEnvironmentsNotSupportedByService InactivityTimeout TooManyOutstandingRequests	
HttpRequestType	Default MarketplaceService Players Chat Avatar Analytics Localization	
HumanoidCollisionType	OuterBox InnerBox	The collision `Class.Humanoid` uses.
HumanoidDisplayDistanceType	Viewer Subject None	HumanoidDisplayDistanceType determines how `Class.Humanoid.HealthDisplayDistance`, and `Class.Humanoid.NameDisplayDistance` are used in determining whether a players's name and health are visible to other players.
HumanoidHealthDisplayType	DisplayWhenDamaged AlwaysOn AlwaysOff	Controls under what circumstances the `Class.Humanoid` health bar is displayed.
HumanoidRigType	R6 R15	Describes whether or not a character is using the new R15 rig, or the legacy R6 rig.
HumanoidStateType	FallingDown Ragdoll GettingUp Jumping Swimming Freefall Flying Landed Running RunningNoPhysics StrafingNoPhysics Climbing Seated PlatformStanding Dead Physics None	Describes the physics control states within the Humanoid.
IKCollisionsMode	NoCollisions OtherMechanismsAnchored IncludeContactedMechanisms	
IKControlConstraintSupport	Default Disabled Enabled	Values for `Class.Workspace.IKControlConstraintSupport`. Sets the support for constraints for `Class.IKControl|IKControls` in your experience.
IKControlType	Transform Position Rotation LookAt	Used on `Class.IKControl` to specify their `Class.IKControl.Type|Type`, to change their behavior.
ImageAlphaType	Default LockCanvasAlpha LockCanvasColor	Enum for determining if the alpha or color is locked while combining two images.
ImageCombineType	BlendSourceOver Overwrite Add Multiply AlphaBlend NormalMapBlend	Enum for determining how two images are combined together.
InfoType	Asset Product GamePass Subscription Bundle	
InitialDockState	Top Bottom Left Right Float	Describes the initial docking state of a `Class.DockWidgetPluginGui`.
InOut	Edge Inset Center	The InOut Enum is used to set where the object is on the side of its parent.
InputActionType	Bool Direction1D Direction2D Direction3D ViewportPosition	This enum is used by `Class.InputAction.Type` to determine which input data type the `Class.InputAction` will receive.
InputSink	None Activate All	
InputType	NoInput Constant Sin	The InputType Enum controls the SurfaceInputs of `Class.Part`.
InstanceFileSyncStatus	NotSynced Errored SyncedAsRoot SyncedAsDescendant AncestorErrored	Describes the file sync status of an Instance.
IntermediateMeshGenerationResult	HighQualityMesh	
InterpolationThrottlingMode	Default Disabled Enabled	
InviteState	Placed Accepted Declined Missed	Describes a player's call invite state.
ItemLineAlignment	Automatic Start Center End Stretch	Used for `Class.UIListLayout.ItemLineAlignment` and `Class.UIFlexItem.ItemLineAlignment` in a flex layout to define the cross-directional alignment of siblings or the parent within a line.
